Name, Topic Label, Score
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Strategic management, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Information, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Forecasting, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, National security, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Strategy, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Culture, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Education, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Intelligence, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, World view, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Knowledge, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Communication, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Folklore, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Expert, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Cognition, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Cognitive science, 1
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Reason, 0.9973
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Wikipedia, 0.9969
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Organization, 0.995
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Feedback, 0.987
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Statistics, 0.9646
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, International security, 0.9615
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Visual perception, 0.9552
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Understanding, 0.9379
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Reality, 0.9329
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Science, 0.9309
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Decision-making, 0.9129
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, History, 0.8984
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Behavior, 0.8753
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Data, 0.8648
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Tank, 0.8562
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Knowledge management, 0.8514
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Innovation, 0.8326
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Learning, 0.8315
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Tool, 0.8306
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Art, 0.8239
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Epistemology, 0.8122
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Psychological concepts, 0.8094
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, University, 0.804
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Philosophy, 0.7957
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Emergence, 0.7797
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Complex systems, 0.7625
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Interdisciplinarity, 0.7593
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Natural environment, 0.756
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Community, 0.7504
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Climate change, 0.7432
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Good and evil, 0.7368
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Governance, 0.7345
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Social media, 0.7252
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Human security, 0.7185
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Carl von Clausewitz, 0.7179
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Mass media, 0.7159
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Big data, 0.7061
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Norm (social), 0.7042
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Truth, 0.7034
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Attention, 0.703
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Microsoft PowerPoint, 0.6984
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Complexity, 0.6942
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Intellectual, 0.6907
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Emergency management, 0.6847
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Theatre, 0.6813
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Energy, 0.6768
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Collaboration, 0.6746
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Identity (social science), 0.674
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Hindsight bias, 0.672
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Democracy, 0.6715
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, International relations, 0.6641
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Bias, 0.6575
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Poverty, 0.6501
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, United States, 0.6486
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Competence (human resources), 0.6409
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Metaphysics, 0.6372
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Japan, 0.6336
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, God, 0.6326
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Eye, 0.632
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Magazine, 0.6302
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Balance of power (international relations), 0.6281
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Self, 0.6268
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Computer, 0.6216
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Civil affairs, 0.6199
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Counter-insurgency, 0.6189
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Analysis, 0.6127
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, War, 0.6064
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Signals intelligence, 0.6019
2016 CSS US Army TRADOC Mad Scientist Conference Day 2 Forecasting the Future.txt, Theoretical philosophy, 0.6009
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Artificial objects, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Vehicle industry, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Road vehicles, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Transport economics, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Manufactured goods, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Vehicle technology, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Technology, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Automotive industry, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Road transport, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Land vehicles, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Land transport, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Industries, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Transportation engineering, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Private transport, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Wheeled vehicles, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Motor vehicles, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Automobiles, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Vehicles, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Transport, 1
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Car, 0.7571
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Automotive technologies, 0.6782
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Economics of transport and utility industries, 0.6716
ASAP2015-quadrotor-12-40-40-SemanticSegmentation_frozen.txt, Industry, 0.6457
Soldiers_and_robots.txt, Military, 1
Soldiers_and_robots.txt, Military science, 1
Soldiers_and_robots.txt, Armoured fighting vehicles, 1
Soldiers_and_robots.txt, Warfare, 1
Soldiers_and_robots.txt, Military equipment, 1
Soldiers_and_robots.txt, International security, 1
Soldiers_and_robots.txt, Armoured vehicles, 1
Soldiers_and_robots.txt, War, 1
Soldiers_and_robots.txt, Military vehicles, 1
Soldiers_and_robots.txt, Tanks, 1
Soldiers_and_robots.txt, Combat vehicles, 0.9822
Soldiers_and_robots.txt, Tracked armoured fighting vehicles, 0.9741
Soldiers_and_robots.txt, Conflicts, 0.8589
Soldiers_and_robots.txt, National security, 0.8579
Soldiers_and_robots.txt, Tracked military vehicles, 0.8547
Soldiers_and_robots.txt, Tank, 0.8087
Soldiers_and_robots.txt, Combat, 0.7859
Soldiers_and_robots.txt, Military technology, 0.7815
Soldiers_and_robots.txt, Armoured warfare, 0.629
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Military, 0.7535
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Conflicts, 0.7505
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Military science, 0.7245
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Intelligent designer, 0.7152
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Warfare, 0.6912
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, War, 0.6603
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Culture, 0.6571
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Design, 0.6376
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Closing.txt, Politics, 0.6362
OE_Video.txt, Leadership, 1
OE_Video.txt, Earth, 1
OE_Video.txt, War, 1
OE_Video.txt, Technology, 1
OE_Video.txt, Cyberwarfare, 1
OE_Video.txt, Military science, 1
OE_Video.txt, International security, 1
OE_Video.txt, Military, 1
OE_Video.txt, Warfare, 0.9203
OE_Video.txt, United States, 0.8983
OE_Video.txt, Natural environment, 0.888
OE_Video.txt, National security, 0.8781
OE_Video.txt, Tank, 0.844
OE_Video.txt, Cyberwarfare in the United States, 0.8313
OE_Video.txt, Weapon of mass destruction, 0.8213
OE_Video.txt, Weapon, 0.8065
OE_Video.txt, Politics, 0.7823
OE_Video.txt, Nuclear proliferation, 0.7591
OE_Video.txt, United States Army, 0.7575
OE_Video.txt, Complexity, 0.7229
OE_Video.txt, Cyberspace, 0.7004
OE_Video.txt, Outer space, 0.6943
OE_Video.txt, Combat, 0.6817
OE_Video.txt, Security, 0.6802
OE_Video.txt, Artillery, 0.6783
OE_Video.txt, Toy, 0.6773
OE_Video.txt, Economics, 0.6696
OE_Video.txt, Transmission Control Protocol, 0.6665
OE_Video.txt, North Korea, 0.6495
OE_Video.txt, Terrorism, 0.6427
OE_Video.txt, Violent conflict, 0.6354
OE_Video.txt, Science, technology and society, 0.6339
OE_Video.txt, Education, 0.6279
OE_Video.txt, Military technology, 0.61
OE_Video.txt, International relations, 0.6073
Patrolling Infosphere Final.txt, Artificial objects, 1
Patrolling Infosphere Final.txt, Technology, 1
Patrolling Infosphere Final.txt, World Wide Web, 0.8164
Patrolling Infosphere Final.txt, Earth, 0.8053
Patrolling Infosphere Final.txt, Unmanned aerial vehicle, 0.7704
Patrolling Infosphere Final.txt, YouTube, 0.6822
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Ford Motor Company, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Leadership, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Car, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Strategic management, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Thought, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Organizational culture, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Alan Mulally, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, United States, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Automotive industry in the United States, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Tax, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Hybrid electric vehicle, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Henry Ford, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, General Motors, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Boeing, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Chrysler, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Steve Jobs, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Innovation, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Culture, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Motivation, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Kodak, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Red team, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Communication, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Science, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Technology, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Apple Inc., 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Value proposition, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Organization, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Computer, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Bankruptcy, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Reason, 1
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Mind, 0.995
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Television, 0.9925
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Bias, 0.978
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Accountability, 0.9693
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Taxicab, 0.9652
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Lawyer, 0.9493
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Advertising, 0.946
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, William Clay Ford Jr., 0.9301
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Sales, 0.9164
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, September 11 attacks, 0.912
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Data, 0.9106
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Sport utility vehicle, 0.9035
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Jack Welch, 0.8879
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Translation, 0.8799
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Lexus, 0.8716
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Detroit, 0.8671
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Audit, 0.8656
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Chief executive officer, 0.8651
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Tribe, 0.864
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Uber (company), 0.8541
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Price, 0.8492
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Stress (biology), 0.8465
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Mortgage loan, 0.8445
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Decentralization, 0.8444
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Cheque, 0.8366
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Financial crisis of 2007–2008, 0.835
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Competition, 0.8334
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Transparency (behavior), 0.8299
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Automotive industry, 0.828
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Toyota Prius, 0.8201
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Consciousness, 0.8186
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Toyota, 0.8144
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Japan, 0.8139
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Industry, 0.8118
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Finance, 0.8099
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Unemployment, 0.8096
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Mergers and acquisitions, 0.8045
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Marketing plan, 0.8019
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Business, 0.8
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Truck, 0.7987
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Truth, 0.7982
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Great Depression, 0.7843
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Great Recession, 0.7716
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Economy, 0.7684
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Logo, 0.7668
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Gerald Ford, 0.7633
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Money, 0.7593
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Teamwork, 0.7517
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Management, 0.7415
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Military simulation, 0.7393
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Factory, 0.7357
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Brand, 0.7357
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Canada, 0.7353
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Cognition, 0.734
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Perspective (graphical), 0.7326
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Profit (accounting), 0.7296
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Engineer, 0.7268
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Aerospace, 0.7237
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Cognitive science, 0.7217
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Contract, 0.7195
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Visual perception, 0.7148
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Artificial objects, 0.7143
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Camera, 0.7126
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Reality, 0.7067
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Mick Foley, 0.7027
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Theatre, 0.701
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Recession, 0.7001
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Board of directors, 0.6997
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Anxiety, 0.6984
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Microphone, 0.6968
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Great Recession in the United States, 0.6918
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Market (economics), 0.6866
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Vehicle, 0.6812
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Nothing, 0.6786
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Airbus, 0.6749
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Ford Model T, 0.6736
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Groupthink, 0.6699
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Bailout, 0.6695
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Business model, 0.6691
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Employment, 0.66
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Belief, 0.6596
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Mazda, 0.6542
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Decision-making, 0.653
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, The Cure, 0.65
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Complexity, 0.645
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Airline, 0.6435
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Dream, 0.6433
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Engineering, 0.6398
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Risk, 0.6368
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Battery (electricity), 0.6346
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Information, 0.6341
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Personal computer, 0.6324
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Open innovation, 0.6272
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Brian Eno, 0.6221
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Nissan, 0.6204
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Leverage (finance), 0.6204
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Toyota Corolla, 0.6148
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Corporation, 0.6143
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Engine, 0.6115
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Parking lot, 0.6106
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Bank, 0.6099
TRADOC Mad Scientist 2015- Institutions of the Future w_ Bryce Hoffman.txt, Machine, 0.6021
Building Cohesive Teams for the Far Future Operational Environment.txt, Perception, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Attention, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Situation awareness, 1
Building Cohesive Teams for the Far Future Operational Environment.txt, Memory, 1
